Sigle,Goupe_Bancaire,ANNEE,EMPLOI,BILAN,RESSOURCES,FONDS.PROPRE,EFFECTIF,AGENCE,COMPTE,INTERETS.ET.PRODUITS.ASSIMILES,NTERETS.ET.CHARGES.ASSIMILEES,REVENUS.DES.TITRES.A.REVENU.VARIABLE,COMMISSIONS.(PRODUITS),COMMISSIONS.(CHARGES),GAINS.OU.PERTES.NETS.SUR.OPERATIONS.DES.PORTEFEUILLES.DE.NEGOCIATION,GAINS.OU.PERTES.NETS.SUR.OPERATIONS.DES.PORTEFEUILLES.DE.PLACEMENT.ET.ASSIMILES,AUTRES.PRODUITS.D'EXPLOITATION.BANCAIRE,AUTRES.CHARGES.D'EXPLOITATION.BANCAIRE,PRODUIT.NET.BANCAIRE,SUBVENTIONS.D'INVESTISSEMENT,CHARGES.GENERALES.D'EXPLOITATION,DOTATIONS.AUX.AMORTISSEMENTS.ET.AUX.DEPRECIATIONS.DES.IMMOBILISATIONS.INCORPORELLES.ET.CORPORELLES,RESULTAT.BRUT.D'EXPLOITATION,COÛT.DU.RISQUE,RESULTAT.D'EXPLOITATION,GAINS.OU.PERTES.NETS.SUR.ACTIFS.IMMOBILISES,RESULTAT.AVANT.IMPÔT,IMPÔTS.SUR.LES.BENEFICES,RESULTAT.NET,source,CAISSE.BANQUE.CENTRALE.CCP,EFFETS.PUBLICS.ET.VALEURS.ASSIMILÉES,CRÉANCES.INTERBANCAIRES.ET.ASSIMILÉES,CRÉANCES.SUR.LA.CLIENTÈLE,OBLIGATIONS.ET.AUTRES.TITRES.À.REVENU.FIXE,ACTIONS.ET.AUTRES.TITRES.À.REVENU.VARIABLE,ACTIONNAIRES.OU.ASSOCIÉS,AUTRES.ACTIFS,COMPTES.DE.RÉGULARISATION,PARTICIPATIONS.ET.AUTRES.TITRES.DÉTENUS.À.LONG.TERME,PARTS.DANS.LES.ENTREPRISES.LIÉES,PRÊTS.SUBORDONNÉS,IMMOBILISATIONS.INCORPORELLES,IMMOBILISATIONS.CORPORELLES,BANQUE.CENTRALE.CCP,DETTES.INTERBANCAIRES.ET.ASSIMILÉES,DETTES.À.L.ÉGARD.DE.LA.CLIENTÈLE,DETTES.REPRÉSENTÉES.PAR.UN.TITRE,AUTRES.PASSIFS,PROVISIONS,EMPRUNTS.ET.TITRES.ÉMIS.SUBORDONNES,CAPITAUX.PROPRES.ET.RESSOURCES.ASSIMILÉES,CAPITAL.SOUSCRIT,PRIMES.LIÉES.AU.CAPITAL,RÉSERVES,ÉCARTS.DE.RÉÉVALUATION,PROVISIONS.RÉGLEMENTÉES,REPORT.À.NOUVEAU,RÉSULTAT.DE.LEXERCICE
FBNBANK,Groupes Continentaux,2017,5165.0,30849.0,14582.0,10625.0,89.0,3.0,3095.0,830.0,531.0,,1498.0,8.0,,920.0,649.0,117.0,3241.0,0.0,2609.0,378.0,254.0,6.0,248.0,,248.0,5.0,243.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBNBANK,Groupes Continentaux,2018,6701.0,35518.0,18146.0,10714.0,94.0,3.0,3797.0,1905.0,631.0,0.0,1372.0,239.0,0.0,79.0,70.0,81.0,2475.0,0.0,2347.0,269.0,-141.0,-234.0,93.0,1.0,94.0,5.0,89.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBNBANK,Groupes Continentaux,2019,6338.0,29930.0,17386.0,10909.0,107.0,3.0,4050.0,2167.0,607.0,0.0,1491.0,102.0,56.0,0.0,39.0,0.0,3044.0,0.0,2715.0,207.0,122.0,-76.0,198.0,0.0,198.0,5.0,193.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBNBANK,Groupes Continentaux,2020,26025.0,72848.0,36455.0,,98.0,6.0,6171.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBNBANK,Groupes Continentaux,2021,75504.0,,,12064.0,,,,4747.0,1518.0,0.0,1463.0,140.0,278.0,0.0,24.0,1.0,4853.0,0.0,3487.0,230.0,1136.0,1462.0,0.0,1462.0,5.0,1412.0,,bceao_pdf_2021,14249.0,27520.0,776.0,75504.0,0.0,0.0,0.0,1528.0,855.0,15.0,0.0,0.0,203.0,1207.0,0.0,1136.0,106562.0,0.0,648.0,0.0,0.0,12064.0,13265.0,3.0,0.0,0.0,0.0,-2345.0,1141.0
FBNBANK,Groupes Continentaux,2022,116355.0,,,14193.0,,,,9300.0,3382.0,0.0,1852.0,421.0,688.0,0.0,34.0,185.0,7886.0,0.0,5022.0,319.0,2545.0,133.0,1.0,134.0,5.0,129.0,,bceao_pdf_2022,39364.0,142227.0,1170.0,116355.0,0.0,0.0,0.0,6572.0,1556.0,15.0,0.0,0.0,206.0,1716.0,0.0,38840.0,251111.0,0.0,2274.0,0.0,0.0,14193.0,13265.0,3.0,0.0,0.0,0.0,-1204.0,2129.0
LBA,Groupes Locaux,2015,207509.0,242576.0,165785.0,18227.0,303.0,33.0,119784.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBA,Groupes Locaux,2016,210790.0,249489.0,172588.0,19534.0,322.0,32.0,126749.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBA,Groupes Locaux,2017,228003.0,254211.0,175104.0,21717.0,328.0,34.0,133103.0,12366.0,4288.0,,9681.0,562.0,,,,,17197.0,,10364.0,1032.0,5801.0,3618.0,2183.0,,2183.0,,2183.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBA,Groupes Locaux,2018,270577.0,296545.0,206661.0,30284.0,351.0,37.0,143252.0,14026.0,4720.0,,9547.0,274.0,,,,,18579.0,0.0,11077.0,1090.0,6412.0,3048.0,3364.0,,3364.0,1125.0,2239.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBA,Groupes Locaux,2019,270554.0,328595.0,232700.0,30311.0,350.0,38.0,176386.0,15771.0,5166.0,0.0,8987.0,349.0,0.0,0.0,0.0,,19243.0,0.0,11256.0,1169.0,6818.0,5949.0,869.0,0.0,869.0,342.0,527.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBA,Groupes Locaux,2020,272639.0,343035.0,244963.0,,353.0,40.0,181851.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBA,Groupes Locaux,2021,276424.0,,,23799.0,,,,20133.0,5318.0,0.0,5504.0,534.0,0.0,0.0,0.0,0.0,19785.0,0.0,11444.0,1396.0,6945.0,11694.0,-4749.0,0.0,-4749.0,5.0,-4754.0,bceao_pdf_2021,33619.0,0.0,16026.0,276424.0,4330.0,0.0,123.0,4584.0,17132.0,778.0,0.0,0.0,1036.0,14468.0,0.0,21927.0,266113.0,0.0,23475.0,370.0,0.0,23799.0,20000.0,2474.0,12837.0,0.0,0.0,-6758.0,-4754.0
LBA,Groupes Locaux,2022,288146.0,,,23355.0,,,,18354.0,5670.0,0.0,8026.0,524.0,0.0,0.0,0.0,0.0,20186.0,0.0,13155.0,1816.0,5215.0,5653.0,-438.0,0.0,-438.0,5.0,-443.0,bceao_pdf_2022,40710.0,0.0,11320.0,288146.0,25837.0,0.0,0.0,9910.0,13542.0,778.0,0.0,0.0,1140.0,14549.0,0.0,18393.0,296149.0,0.0,29176.0,373.0,15000.0,23355.0,20000.0,2474.0,12836.0,0.0,0.0,-11512.0,-443.0
LBO,Groupes Locaux,2017,,11213.0,,10049.0,,,,254.0,0.0,,0.0,0.0,,0.0,0.0,,254.0,,105.0,679.0,-530.0,,-530.0,,-530.0,2.0,-532.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBO,Groupes Locaux,2018,84.0,15273.0,1879.0,12324.0,36.0,1.0,168.0,647.0,6.0,,31.0,29.0,,5.0,4.0,,652.0,,1730.0,144.0,-1222.0,,-1222.0,,-1222.0,3.0,-1225.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBO,Groupes Locaux,2019,10681.0,22941.0,11222.0,11129.0,37.0,1.0,251.0,833.0,155.0,,195.0,34.0,,33.0,69.0,,941.0,,2268.0,363.0,-1690.0,,-1690.0,,-1690.0,5.0,-1695.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBO,Groupes Locaux,2020,15473.0,29599.0,14965.0,,40.0,2.0,470.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBO,Groupes Locaux,2021,26423.0,,,9887.0,,,,1943.0,607.0,0.0,1193.0,141.0,24.0,0.0,0.0,0.0,2412.0,0.0,2687.0,477.0,-752.0,177.0,-929.0,0.0,-929.0,5.0,-934.0,bceao_pdf_2021,1965.0,2959.0,1975.0,26423.0,0.0,0.0,0.0,4536.0,416.0,0.0,0.0,0.0,437.0,2019.0,0.0,6733.0,18781.0,0.0,4403.0,260.0,0.0,9887.0,15200.0,0.0,121.0,0.0,0.0,-4500.0,-934.0
LBO,Groupes Locaux,2022,36794.0,,,10912.0,,,,2838.0,943.0,0.0,1384.0,290.0,36.0,0.0,5.0,0.0,3030.0,0.0,2847.0,444.0,-261.0,210.0,-471.0,1.0,-470.0,5.0,-475.0,bceao_pdf_2022,3533.0,4867.0,6285.0,36794.0,0.0,0.0,0.0,3882.0,558.0,0.0,0.0,0.0,235.0,1791.0,0.0,5919.0,37046.0,0.0,2723.0,335.0,0.0,10912.0,16700.0,0.0,121.0,0.0,0.0,-5434.0,-475.0
NSIA Banque,Groupes Règionaux,2017,88509.0,183519.0,119383.0,9470.0,134.0,8.0,26773.0,10427.0,5601.0,0.0,3195.0,647.0,0.0,0.0,196.0,40.0,7530.0,0.0,4594.0,966.0,1970.0,384.0,1586.0,-8.0,1578.0,5.0,1573.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIA Banque,Groupes Règionaux,2018,136428.0,226494.0,164073.0,11937.0,125.0,10.0,30804.0,11864.0,5817.0,0.0,4103.0,690.0,0.0,0.0,80.0,57.0,9483.0,0.0,5912.0,685.0,2886.0,419.0,2467.0,0.0,2467.0,5.0,2462.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIA Banque,Groupes Règionaux,2019,136612.0,273646.0,191680.0,14634.0,140.0,12.0,35361.0,14966.0,7241.0,0.0,4281.0,1549.0,0.0,0.0,208.0,27.0,10638.0,0.0,7087.0,639.0,2912.0,231.0,2681.0,2.0,2683.0,5.0,2678.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSIA Banque,Groupes Règionaux,2020,159892.0,363867.0,205412.0,,150.0,12.0,38535.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORABANK,Groupes Continentaux,2015,34069.0,51230.0,42186.0,2700.0,104.0,7.0,25768.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORABANK,Groupes Continentaux,2016,62957.0,96237.0,64658.0,5392.0,124.0,7.0,27085.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORABANK,Groupes Continentaux,2017,100431.0,153547.0,108823.0,10199.0,108.0,7.0,15715.0,7778.0,4225.0,0.0,4776.0,982.0,1414.0,0.0,24.0,0.0,8785.0,0.0,6055.0,308.0,2421.0,67.0,2354.0,9.0,2362.0,8.0,2355.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORABANK,Groupes Continentaux,2018,126800.0,212203.0,154036.0,12117.0,116.0,10.0,17542.0,11707.0,6411.0,0.0,5424.0,1771.0,2440.0,0.0,9.0,0.0,11398.0,0.0,7247.0,446.0,3705.0,1099.0,2606.0,-2.0,2604.0,686.0,1918.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORABANK,Groupes Continentaux,2019,187420.0,312677.0,240227.0,15360.0,138.0,11.0,13439.0,16151.0,7508.0,,7744.0,2054.0,947.0,,50.0,,15330.0,,7700.0,525.0,7105.0,3261.0,3844.0,-1.0,3843.0,600.0,3243.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORABANK,Groupes Continentaux,2020,240373.0,490396.0,277871.0,,234.0,13.0,19362.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORABANK,Groupes Continentaux,2021,367558.0,,,37030.0,,,,33042.0,16387.0,13793.0,3856.0,1891.0,286.0,49.0,28720.0,12951.0,1002.0,14767.0,1719.0,13048.0,3.0,13051.0,744.0,11307.0,,,,bceao_pdf_2021,33470.0,178831.0,38066.0,367558.0,0.0,0.0,0.0,15913.0,5386.0,15.0,0.0,0.0,627.0,3948.0,0.0,136451.0,458251.0,0.0,2946.0,1092.0,0.0,37030.0,17500.0,0.0,805.0,0.0,0.0,7418.0,11307.0
ORABANK,Groupes Continentaux,2022,464870.0,,,50247.0,,,,41828.0,20785.0,21525.0,7489.0,2392.0,367.0,169.0,37669.0,16200.0,1125.0,20344.0,12613.0,7731.0,-14.0,7717.0,500.0,7217.0,,,,bceao_pdf_2022,73382.0,211281.0,56826.0,464870.0,0.0,0.0,0.0,21462.0,5397.0,15.0,0.0,0.0,453.0,4915.0,0.0,147993.0,626552.0,0.0,3490.0,1508.0,0.0,50247.0,23500.0,0.0,2501.0,0.0,0.0,17029.0,7217.0
SGBS,Groupes Internationaux,2015,380109.0,735567.0,581340.0,40724.0,801.0,42.0,184766.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGBS,Groupes Internationaux,2016,402026.0,772490.0,629701.0,50180.0,791.0,42.0,195790.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGBS,Groupes Internationaux,2017,575167.0,873873.0,674919.0,66261.0,829.0,40.0,226308.0,38532.0,11401.0,150.0,12563.0,383.0,,12278.0,13813.0,3851.0,61701.0,,37027.0,2245.0,22429.0,3148.0,19281.0,582.0,19863.0,1500.0,18363.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGBS,Groupes Internationaux,2018,604658.0,930330.0,771250.0,77976.0,858.0,39.0,214251.0,44160.0,12184.0,268.0,14412.0,597.0,,13421.0,18227.0,4205.0,73502.0,,40646.0,2457.0,30399.0,7728.0,22671.0,116.0,22787.0,5072.0,17715.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGBS,Groupes Internationaux,2019,673354.0,975391.0,801792.0,94662.0,914.0,40.0,251670.0,59782.0,13342.0,225.0,26529.0,4173.0,3604.0,0.0,6669.0,293.0,79001.0,0.0,43269.0,2374.0,33358.0,2052.0,31306.0,-67.0,31239.0,9242.0,21997.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGBS,Groupes Internationaux,2020,634939.0,967133.0,757582.0,,876.0,38.0,202010.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGBS,Groupes Internationaux,2021,664236.0,,,118677.0,,,,56026.0,13972.0,149.0,26005.0,3952.0,2985.0,0.0,5446.0,941.0,71746.0,0.0,43690.0,3882.0,24174.0,-436.0,24610.0,-145.0,24465.0,6395.0,18070.0,bceao_pdf_2021,129773.0,197447.0,23406.0,664236.0,0.0,2291.0,0.0,12559.0,35855.0,799.0,0.0,0.0,5500.0,32009.0,13.0,10847.0,914208.0,0.0,11631.0,15133.0,0.0,118677.0,10000.0,0.0,90502.0,0.0,0.0,105.0,18070.0
SGBS,Groupes Internationaux,2022,814220.0,,,104951.0,,,,59832.0,14788.0,259.0,27493.0,5665.0,4612.0,0.0,8376.0,1675.0,78444.0,0.0,47119.0,4044.0,27281.0,178.0,27103.0,-528.0,26575.0,11673.0,14902.0,bceao_pdf_2022,176894.0,218437.0,40087.0,814220.0,7653.0,5972.0,26074.0,735.0,14856.0,32685.0,,,,,13.0,90019.0,1057130.0,14849.0,29579.0,129958.0,10000.0,104951.0,105.0,14902.0,,,,,
UBA,Groupes Continentaux,2015,63015.0,146508.0,93989.0,22586.0,132.0,10.0,18336.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA,Groupes Continentaux,2016,80575.0,208316.0,126938.0,26889.0,133.0,9.0,25254.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA,Groupes Continentaux,2017,120187.0,243242.0,163369.0,34022.0,191.0,10.0,28046.0,10503.0,4239.0,,5250.0,18.0,2391.0,4101.0,7.0,703.0,17292.0,,7919.0,409.0,8964.0,340.0,8624.0,,8624.0,1475.0,7149.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA,Groupes Continentaux,2018,130247.0,352079.0,191386.0,32945.0,163.0,10.0,44602.0,9713.0,4386.0,,6463.0,46.0,1157.0,4095.0,32.0,324.0,16704.0,,10177.0,394.0,6133.0,443.0,5690.0,,5690.0,1316.0,4374.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA,Groupes Continentaux,2019,124559.0,221723.0,174720.0,30113.0,243.0,10.0,59906.0,15812.0,4958.0,0.0,4772.0,1597.0,1089.0,-60.0,565.0,290.0,15333.0,,13256.0,428.0,1649.0,326.0,1323.0,,1323.0,1155.0,168.0,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA,Groupes Continentaux,2020,93978.0,266195.0,164610.0,,184.0,10.0,97234.0,,,,,,,,,,,,,,,,,,,,,excel_2015_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA,Groupes Continentaux,2021,119030.0,,,42109.0,,,,17365.0,4805.0,4318.0,1178.0,1389.0,-216.0,115.0,398.0,16590.0,0.0,7754.0,341.0,8495.0,-1415.0,9910.0,0.0,9910.0,630.0,9280.0,,bceao_pdf_2021,50107.0,156832.0,30125.0,119030.0,0.0,0.0,0.0,1183.0,5486.0,1015.0,0.0,0.0,107.0,1161.0,0.0,64153.0,252497.0,0.0,4255.0,1249.0,0.0,42109.0,15000.0,0.0,14729.0,0.0,0.0,3100.0,9280.0
UBA,Groupes Continentaux,2022,115693.0,,,41917.0,,,,21003.0,5305.0,4822.0,1236.0,1852.0,-846.0,125.0,304.0,20111.0,0.0,9561.0,359.0,10191.0,4096.0,6095.0,0.0,6095.0,450.0,5645.0,,bceao_pdf_2022,40639.0,261964.0,26093.0,115693.0,0.0,0.0,0.0,1106.0,6304.0,1015.0,0.0,0.0,13.0,1193.0,0.0,145755.0,256812.0,0.0,943.0,414.0,0.0,41917.0,15000.0,0.0,16121.0,0.0,0.0,5151.0,5645.0
